CRAWL_TS,COUNTRY_VAL,PARTNER,PRODUCT_NAME_VAL,MONTHLY_INSTALMENT_AMT,INSTALMENT_MONTH
2025-10-05T17:25:28Z,Australia,Partner A,iPhone 15 Pro Max 256GB,72.87,24
2025-10-05T17:25:31Z,Australia,Partner A,iPhone 16 256GB,40.25,36
2025-10-05T17:25:36Z,Australia,Partner A,iPad Pro 13-inch (M4) 256GB,70.8,36
2025-10-05T17:25:43Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-05T17:25:45Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-05T17:25:45Z,Australia,Partner A,iPhone 16 128GB,104.08,12
2025-10-05T17:25:57Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-05T17:25:59Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-05T17:26:01Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-05T17:26:06Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-05T17:26:06Z,Australia,Partner A,iPhone 16 256GB,120.75,12
2025-10-05T17:26:11Z,Australia,Partner A,iPhone 16e 256GB,33.3,36
2025-10-05T17:26:12Z,Australia,Partner A,iPhone 15 Pro Max 256GB,48.57,36
2025-10-05T17:26:19Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-05T17:26:19Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-05T17:26:19Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-05T17:26:20Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-05T17:26:23Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,85.37,24
2025-10-05T17:26:27Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-05T17:26:34Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-05T17:26:34Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-05T17:26:35Z,Australia,Partner A,iPad Pro 13-inch (M4) 256GB,70.8,36
2025-10-05T17:26:37Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-05T17:26:38Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-05T17:26:42Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-05T17:26:44Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-05T17:26:49Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-05T17:26:50Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-05T17:26:54Z,Australia,Partner A,iPad Pro 13-inch (M4) 256GB,106.2,24
2025-10-05T17:26:57Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-05T17:27:01Z,Australia,Partner A,iPhone 16 128GB,104.08,12
2025-10-05T17:27:02Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-05T17:27:06Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-05T17:27:25Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,7.75,36
2025-10-05T17:27:25Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,11.62,24
2025-10-05T17:27:25Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,23.25,12
2025-10-05T17:27:38Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-05T17:28:02Z,Australia,Partner A,iPhone 15 Pro Max 1TB,229.08,12
2025-10-06T17:10:14Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-06T17:10:26Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-06T17:10:39Z,Australia,Partner A,iPhone 15 Pro Max 1TB,229.08,12
2025-10-06T17:10:47Z,Australia,Partner A,iPhone 16e 512GB,64.54,24
2025-10-06T17:11:01Z,Australia,Partner A,iPhone 15 Pro Max 1TB,229.08,12
2025-10-06T17:11:28Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-06T17:11:41Z,Australia,Partner A,iPhone 16e 512GB,43.02,36
2025-10-06T17:11:43Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-06T17:12:05Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-06T17:12:14Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-06T17:12:18Z,Australia,Partner A,iPad Pro 11-inch (M4) 512GB,66.63,36
2025-10-06T17:12:32Z,Australia,Partner A,iP 17 PM 2TB,105.52,36
2025-10-06T17:12:34Z,Australia,Partner A,iPhone 15 Pro 1TB,63.85,36
2025-10-06T17:12:36Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-06T17:12:41Z,Australia,Partner A,iPhone 16e 512GB,43.02,36
2025-10-06T17:12:42Z,Australia,Partner A,iPhone 16e 256GB,49.95,24
2025-10-06T17:12:44Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-06T17:12:45Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-06T17:12:56Z,Australia,Partner A,iPhone 15 Pro Max 256GB,48.57,36
2025-10-06T17:12:58Z,Australia,Partner A,iPhone 16e 256GB,99.91,12
2025-10-06T17:12:59Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-06T17:13:02Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-06T17:13:02Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-06T17:13:05Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-06T17:13:10Z,Australia,Partner A,iPhone 15 Pro 1TB,63.85,36
2025-10-06T17:13:10Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,56.91,36
2025-10-06T17:13:10Z,Australia,Partner A,iPhone 16e 512GB,129.08,12
2025-10-06T17:13:15Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-06T17:13:18Z,Australia,Partner A,iPhone 16e 256GB,49.95,24
2025-10-06T17:13:20Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-06T17:13:21Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-06T17:13:24Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-06T17:13:30Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-06T17:13:34Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-06T17:13:37Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-06T17:13:48Z,Australia,Partner A,iPhone 17 Pro 1TB,77.75,36
2025-10-06T17:13:57Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-06T17:14:02Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-06T17:14:11Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-06T17:14:12Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-06T17:14:17Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-06T17:14:19Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-06T17:14:21Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-06T17:14:24Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-06T17:14:26Z,Australia,Partner A,iPhone 15 Pro Max 1TB,68.02,36
2025-10-06T17:14:28Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-06T17:14:30Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-06T17:14:32Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-06T17:14:33Z,Australia,Partner A,iP 17 PM 2TB,105.52,36
2025-10-06T17:14:40Z,Australia,Partner A,AirPods 4,9.12,24
2025-10-06T17:14:40Z,Australia,Partner A,AirPods 4,,12
2025-10-06T17:14:40Z,Australia,Partner A,AirPods 4,,36
2025-10-06T17:14:45Z,Australia,Partner A,iPhone 16e 128GB,83.25,12
2025-10-06T17:14:47Z,Australia,Partner A,AirPods Pro 2,33.25,12
2025-10-06T17:14:47Z,Australia,Partner A,AirPods Pro 2,11.08,36
2025-10-06T17:14:47Z,Australia,Partner A,AirPods Pro 2,16.62,24
2025-10-06T17:14:59Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-06T17:15:00Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-06T17:15:15Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-06T17:15:18Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-06T17:15:21Z,Australia,Partner A,iPhone 15 Pro Max 256GB,170.75,12
2025-10-06T17:15:24Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-06T17:15:35Z,Australia,Partner A,iPhone 16e 128GB,83.25,12
2025-10-06T17:15:38Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-06T17:15:42Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,56.91,36
2025-10-06T17:15:42Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-06T17:15:45Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-06T17:15:45Z,Australia,Partner A,iPhone 16e 512GB,64.54,24
2025-10-06T17:15:52Z,Australia,Partner A,iPhone Air 512GB,61.08,36
2025-10-06T17:15:53Z,Australia,Partner A,iPhone 15 Pro Max 512GB,58.29,36
2025-10-06T17:16:01Z,Australia,Partner A,iPad Pro 11-inch (M4) 512GB,199.91,12
2025-10-06T17:16:05Z,Australia,Partner A,iPhone 16e 128GB,27.75,36
2025-10-06T17:16:06Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-06T17:16:07Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-06T17:16:10Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-06T17:16:12Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-06T17:16:17Z,Australia,Partner A,iPhone 15 Pro Max 512GB,87.45,24
2025-10-06T17:16:20Z,Australia,Partner A,iPhone 15 Pro Max 512GB,58.29,36
2025-10-06T17:16:20Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-06T17:16:24Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-06T17:16:24Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-06T17:16:30Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-06T17:16:30Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-06T17:16:32Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-06T17:16:41Z,Australia,Partner A,iPhone 15 Pro Max 1TB,229.08,12
2025-10-06T17:16:48Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-06T17:16:49Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-06T17:16:50Z,Australia,Partner A,iPhone 15 Pro Max 1TB,68.02,36
2025-10-06T17:16:55Z,Australia,Partner A,iPhone Air 256GB,74.95,24
2025-10-06T17:16:56Z,Australia,Partner A,iPhone 17 Pro 1TB,233.25,12
2025-10-06T17:16:57Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-06T17:17:05Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-06T17:17:10Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-06T17:17:11Z,Australia,Partner A,iPad Pro 11-inch (M4) 512GB,99.95,24
2025-10-06T17:17:23Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-06T17:17:23Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-06T17:17:28Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-06T17:17:28Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-06T17:17:37Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-06T17:17:38Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-06T17:17:38Z,Australia,Partner A,iPhone 16e 256GB,33.3,36
2025-10-06T17:17:42Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,170.75,12
2025-10-06T17:17:42Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-06T17:17:43Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-06T17:17:44Z,Australia,Partner A,iPhone 15 Pro Max 256GB,170.75,12
2025-10-06T17:17:54Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-06T17:17:54Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-06T17:17:54Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-06T17:17:59Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-06T17:18:00Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-06T17:18:07Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-06T17:18:09Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-06T17:18:12Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-06T17:18:19Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-06T17:18:27Z,Australia,Partner A,iPhone 15 Pro Max 1TB,68.02,36
2025-10-06T17:18:28Z,Australia,Partner A,iPhone 17 Pro 1TB,233.25,12
2025-10-06T17:18:32Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-06T17:18:37Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-06T17:18:42Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-06T17:18:46Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-06T17:18:46Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,85.37,24
2025-10-06T17:18:50Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-06T17:18:51Z,Australia,Partner A,iPhone 15 Pro 1TB,63.85,36
2025-10-06T17:18:55Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-06T17:18:56Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-06T17:18:57Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-06T17:18:58Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-06T17:19:02Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-06T17:19:07Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-06T17:19:09Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-06T17:19:10Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-06T17:19:12Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-06T17:19:15Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-06T17:19:24Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-06T17:19:24Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-06T17:19:30Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-06T17:19:30Z,Australia,Partner A,iPhone 15 Pro Max 256GB,72.87,24
2025-10-06T17:19:36Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-06T17:19:36Z,Australia,Partner A,iP 17 PM 2TB,316.58,12
2025-10-06T17:19:36Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-06T17:19:43Z,Australia,Partner A,iPhone Air 256GB,149.91,12
2025-10-06T17:19:48Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-06T17:19:49Z,Australia,Partner A,iPhone 15 Pro 1TB,216.58,12
2025-10-06T17:19:54Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-06T17:19:57Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-06T17:19:59Z,Australia,Partner A,iPhone 16e 256GB,33.3,36
2025-10-06T17:20:00Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-06T17:20:01Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-06T17:20:02Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-06T17:20:04Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-06T17:20:12Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-06T17:20:19Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-06T17:20:20Z,Australia,Partner A,iPhone 15 Pro Max 256GB,48.57,36
2025-10-06T17:20:21Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-06T17:20:24Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-06T17:20:26Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,170.75,12
2025-10-06T17:20:28Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-06T17:20:30Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-06T17:20:33Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-06T17:20:35Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-06T17:20:36Z,Australia,Partner A,iPhone Air 512GB,61.08,36
2025-10-06T17:20:37Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-06T17:20:40Z,Australia,Partner A,iPhone 15 Pro Max 512GB,58.29,36
2025-10-06T17:20:41Z,Australia,Partner A,iPhone 17 Pro 256GB,166.58,12
2025-10-06T17:20:41Z,Australia,Partner A,iPhone 15 Pro Max 256GB,48.57,36
2025-10-06T17:20:42Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-06T17:20:43Z,Australia,Partner A,iPhone 15 Pro Max 512GB,87.45,24
2025-10-06T17:20:45Z,Australia,Partner A,iPhone 15 Pro 1TB,216.58,12
2025-10-06T17:20:52Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-06T17:20:53Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-06T17:20:57Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-06T17:21:02Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-06T17:21:03Z,Australia,Partner A,iPhone 15 Pro Max 256GB,170.75,12
2025-10-06T17:21:12Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-06T17:21:15Z,Australia,Partner A,iPhone 16 128GB,34.69,36
2025-10-06T17:21:17Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-06T17:21:20Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-06T17:21:22Z,Australia,Partner A,iP 17 PM 2TB,316.58,12
2025-10-06T17:21:26Z,Australia,Partner A,iPhone 17 Pro 256GB,55.52,36
2025-10-06T17:21:27Z,Australia,Partner A,AirPods Pro 3,17.87,24
2025-10-06T17:21:27Z,Australia,Partner A,AirPods Pro 3,11.91,36
2025-10-06T17:21:27Z,Australia,Partner A,AirPods Pro 3,35.75,12
2025-10-06T17:21:28Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-06T17:21:32Z,Australia,Partner A,iPhone 15 Pro Max 1TB,102.04,24
2025-10-06T17:21:38Z,Australia,Partner A,iPad Pro 11-inch (M4) 256GB,85.37,24
2025-10-06T17:21:38Z,Australia,Partner A,iPhone 17 Pro 1TB,77.75,36
2025-10-06T17:21:39Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-06T17:21:44Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-06T17:21:47Z,Australia,Partner A,iPhone Air 256GB,74.95,24
2025-10-06T17:21:53Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-06T17:21:53Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-06T17:21:59Z,Australia,Partner A,iPhone 15 Pro Max 256GB,170.75,12
2025-10-06T17:22:07Z,Australia,Partner A,iPad Pro 11-inch (M4) 512GB,99.95,24
2025-10-06T17:22:09Z,Australia,Partner A,iPhone 16e 128GB,41.62,24
2025-10-06T17:22:10Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-06T17:22:12Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-06T17:22:15Z,Australia,Partner A,iPhone 15 Pro Max 512GB,87.45,24
2025-10-06T17:22:16Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-06T17:22:18Z,Australia,Partner A,iPhone 15 Pro Max 512GB,87.45,24
2025-10-06T17:22:19Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-06T17:22:26Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-06T17:22:27Z,Australia,Partner A,iPhone 15 Pro Max 512GB,58.29,36
2025-10-06T17:22:36Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,23.25,12
2025-10-06T17:22:36Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,11.62,24
2025-10-06T17:22:36Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,7.75,36
2025-10-06T17:22:42Z,Australia,Partner A,iPhone 15 Pro Max 256GB,48.57,36
2025-10-06T17:22:48Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-06T17:22:52Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-06T17:22:55Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-06T17:22:55Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-06T17:22:59Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-06T17:23:02Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-06T17:23:03Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-06T17:23:04Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-06T17:23:12Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-06T17:23:14Z,Australia,Partner A,iPhone Air 256GB,74.95,24
2025-10-06T17:23:14Z,Australia,Partner A,iPhone Air 256GB,74.95,24
2025-10-06T17:23:17Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-06T17:23:17Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-06T17:23:24Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-06T17:23:24Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-06T17:23:25Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-06T17:23:29Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-06T17:23:33Z,Australia,Partner A,iPhone 15 Pro 1TB,216.58,12
2025-10-06T17:23:38Z,Australia,Partner A,iPhone 15 Pro Max 1TB,229.08,12
2025-10-06T17:23:43Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-06T17:23:44Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-06T17:23:45Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-06T17:23:53Z,Australia,Partner A,iPhone Air 512GB,61.08,36
2025-10-06T17:23:55Z,Australia,Partner A,iPhone Air 1TB,108.29,24
2025-10-06T17:23:56Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-06T17:23:57Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-06T17:24:04Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-06T17:24:07Z,Australia,Partner A,iP 17 PM 2TB,105.52,36
2025-10-06T17:24:11Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-06T17:24:13Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-06T17:24:17Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-06T17:24:17Z,Australia,Partner A,iPhone 17 Pro 1TB,116.62,24
2025-10-06T17:24:21Z,Australia,Partner A,iPhone Air 1TB,108.29,24
2025-10-06T17:24:24Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-06T17:24:24Z,Australia,Partner A,iPhone 17 Pro 512GB,99.95,24
2025-10-06T17:24:26Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-06T17:24:28Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-06T17:24:29Z,Australia,Partner A,iPad Pro 11-inch (M4) 512GB,66.63,36
2025-10-06T17:24:31Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-06T17:24:32Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-06T17:24:35Z,Australia,Partner A,iPhone 17 Pro 256GB,55.52,36
2025-10-06T17:24:42Z,Australia,Partner A,iPhone 16 128GB,52.04,24
2025-10-06T17:24:44Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-06T17:24:45Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-06T17:24:45Z,Australia,Partner A,iPhone Air 512GB,61.08,36
2025-10-06T17:24:51Z,Australia,Partner A,iPhone 17 Pro 512GB,99.95,24
2025-10-06T17:24:53Z,Australia,Partner A,iPhone 15 Pro Max 1TB,102.04,24
2025-10-06T17:24:57Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-06T17:24:58Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-06T17:24:59Z,Australia,Partner A,iPhone 16e 128GB,27.75,36
2025-10-06T17:24:59Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-06T17:25:07Z,Australia,Partner A,iP 17 PM 2TB,316.58,12
2025-10-06T17:25:10Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-06T17:25:10Z,Australia,Partner A,iPhone 15 Pro Max 512GB,199.91,12
2025-10-06T17:25:11Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-06T17:25:12Z,Australia,Partner A,iPhone Air 256GB,149.91,12
2025-10-06T17:25:16Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-06T17:25:18Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-06T17:25:22Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-06T17:25:31Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-06T17:25:37Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-06T17:25:38Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-06T17:25:39Z,Australia,Partner A,iPhone 15 Pro Max 256GB,72.87,24
2025-10-06T17:25:39Z,Australia,Partner A,iPhone 15 Pro Max 1TB,102.04,24
2025-10-06T17:25:43Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-06T17:25:43Z,Australia,Partner A,iPhone 17 Pro 1TB,77.75,36
2025-10-06T17:25:43Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-06T17:25:46Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-06T17:25:49Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-06T17:25:49Z,Australia,Partner A,iPhone 16e 256GB,99.91,12
2025-10-06T17:25:56Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
